Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Variant Image,Variant Weight Unit,Variant Harmonized System Code,Variant Country of Origin
"fk-2319","Kromatic Elvis Gold Metal Flake","","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","100g Jar (Refill / Trade)","","","kromatic-elvis-gold-metal-flake-2","500","shopify","50","deny","manual","17.38","","TRUE","TRUE","","","","","g","3926.90.97","GB"
"fk-2319","Kromatic Elvis Gold Metal Flake","","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","30g Jar (Gun Mount)","","","kromatic-elvis-gold-metal-flake-3","500","shopify","50","deny","manual","6.21","","TRUE","TRUE","","","","","g","3926.90.97","GB"
"fk-2308","Dragon Koi Flake","<p>FKI02 Dragon Koi Flake. Available in .008″ & .015″<br/>Due to the chemical nature of this flake it is only suitable for Dry Application using solvent or water based adhesion coat it cannot be suspended in a solvent.Due to the chemical nature of this flake it is only suitable for Dry Application using solvent or water based adhesion coat it cannot be suspended in a solvent.<br/>If you are looking for pure commercial/industrial grade Glitters or Metal Flake that are specifically designed to meet the requirements of manufacturers of decorated fabrics, adhesives, vinyl, sheeting, plastic molding, inks, paints, in industries such as automotive, leisure, commercial properties, theme parks, marine. All of which require metal flake glitter with outstanding physical and chemical properties…<br/>Then you have come to the right company!<br/>Flake King Polyester Flake was specifically designed to meet the requirements of manufacturers of decorated fabrics, adhesives, vinyl, sheeting, plastic molding, inks, paints, in industries such as automotive, leisure, commercial properties, theme parks, marine and many more, all of which require metal flake glitter with outstanding physical and chemical properties.<br/>A full chart of colours can be found in the images.<br/>To learn more about the following products – guns, flake & surface binders please watch the video by clicking this link – Product Video</p>","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","1000g (1 Kilo Trade Pack)","","","dragon-koi-flake-1","500","shopify","50","deny","manual","137.49","","TRUE","TRUE","","assets/images/flakes/fk-2308.jpg","1","","g","3926.90.97","GB"
"fk-2308","Dragon Koi Flake","","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","100g Jar (Refill / Trade)","","","dragon-koi-flake-2","500","shopify","50","deny","manual","16.66","","TRUE","TRUE","","","","","g","3926.90.97","GB"
"fk-2308","Dragon Koi Flake","","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","30g Jar (Gun Mount)","","","dragon-koi-flake-3","500","shopify","50","deny","manual","5.41","","TRUE","TRUE","","","","","g","3926.90.97","GB"
"fk-2297","Water Dragon Flake","<p>FKI01 Water Dragon Flake. Available in .008″ & .015″<br/>Due to the chemical nature of this flake it is only suitable for Dry Application using solvent or water based adhesion coat it cannot be suspended in a solvent.<br/>If you are looking for pure commercial/industrial grade Glitters or Metal Flake that are specifically designed to meet the requirements of manufacturers of decorated fabrics, adhesives, vinyl, sheeting, plastic molding, inks, paints, in industries such as automotive, leisure, commercial properties, theme parks, marine. All of which require metal flake glitter with outstanding physical and chemical properties…<br/>Then you have come to the right company!<br/>Flake King Polyester Flake was specifically designed to meet the requirements of manufacturers of decorated fabrics, adhesives, vinyl, sheeting, plastic molding, inks, paints, in industries such as automotive, leisure, commercial properties, theme parks, marine and many more, all of which require metal flake glitter with outstanding physical and chemical properties.<br/>A full chart of colours can be found in the images.<br/>To learn more about the following products – guns, flake & surface binders please watch the video by clicking this link – Product Video</p>","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","1000g (1 Kilo Trade Pack)","","","water-dragon-flake-1","500","shopify","50","deny","manual","151.90","","TRUE","TRUE","","assets/images/flakes/fk-2297.jpg","1","","g","3926.90.97","GB"
"fk-2297","Water Dragon Flake","","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","100g Jar (Refill / Trade)","","","water-dragon-flake-2","500","shopify","50","deny","manual","17.38","","TRUE","TRUE","","","","","g","3926.90.97","GB"
"fk-2297","Water Dragon Flake","","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","30g Jar (Gun Mount)","","","water-dragon-flake-3","500","shopify","50","deny","manual","6.21","","TRUE","TRUE","","","","","g","3926.90.97","GB"
"fk-2283","Candy Cobalt Blue Metal Flake","<p>FKS20 Candy Cobalt Blue Metal Flake. Available in .004″, .008″ & .015″<br/>If you are looking for pure commercial/industrial grade Glitters or Metal Flake that are specifically designed to meet the requirements of manufacturers of decorated fabrics, adhesives, vinyl, sheeting, plastic molding, inks, paints, in industries such as automotive, leisure, commercial properties, theme parks, marine. All of which require metal flake glitter with outstanding physical and chemical properties…<br/>Then you have come to the right company!<br/>Flake King Polyester Flake was specifically designed to meet the requirements of manufacturers of decorated fabrics, adhesives, vinyl, sheeting, plastic molding, inks, paints, in industries such as automotive, leisure, commercial properties, theme parks, marine and many more, all of which require metal flake glitter with outstanding physical and chemical properties.<br/>A full chart of colours can be found in the images.<br/>To learn more about the following products – guns, flake & surface binders please watch the video by clicking this link – Product Video</p>","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","1000g (1 Kilo Trade Pack)","","","candy-cobalt-blue-metal-flake-1","500","shopify","50","deny","manual","141.66","","TRUE","TRUE","","assets/images/flakes/fk-2283.jpg","1","","g","3926.90.97","GB"
"fk-2283","Candy Cobalt Blue Metal Flake","","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","100g Jar (Refill / Trade)","","","candy-cobalt-blue-metal-flake-2","500","shopify","50","deny","manual","14.88","","TRUE","TRUE","","","","","g","3926.90.97","GB"
"fk-2283","Candy Cobalt Blue Metal Flake","","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","30g Jar (Gun Mount)","","","candy-cobalt-blue-metal-flake-3","500","shopify","50","deny","manual","5.46","","TRUE","TRUE","","","","","g","3926.90.97","GB"
"fk-2269","Candy Turquoise Blue Metal Flake","<p>FKS21 Candy Turquoise Blue Metal Flake. Available in .004″, .008″ & .015″<br/>If you are looking for pure commercial/industrial grade Glitters or Metal Flake that are specifically designed to meet the requirements of manufacturers of decorated fabrics, adhesives, vinyl, sheeting, plastic molding, inks, paints, in industries such as automotive, leisure, commercial properties, theme parks, marine. All of which require metal flake glitter with outstanding physical and chemical properties…<br/>Then you have come to the right company!<br/>Flake King Polyester Flake was specifically designed to meet the requirements of manufacturers of decorated fabrics, adhesives, vinyl, sheeting, plastic molding, inks, paints, in industries such as automotive, leisure, commercial properties, theme parks, marine and many more, all of which require metal flake glitter with outstanding physical and chemical properties.<br/>A full chart of colours can be found in the images.<br/>To learn more about the following products – guns, flake & surface binders please watch the video by clicking this link – Product Video</p>","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","1000g (1 Kilo Trade Pack)","","","candy-turquoise-blue-metal-flake-1","500","shopify","50","deny","manual","141.66","","TRUE","TRUE","","assets/images/flakes/fk-2269.jpg","1","","g","3926.90.97","GB"
"fk-2269","Candy Turquoise Blue Metal Flake","","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","100g Jar (Refill / Trade)","","","candy-turquoise-blue-metal-flake-2","500","shopify","50","deny","manual","14.88","","TRUE","TRUE","","","","","g","3926.90.97","GB"
"fk-2269","Candy Turquoise Blue Metal Flake","","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","30g Jar (Gun Mount)","","","candy-turquoise-blue-metal-flake-3","500","shopify","50","deny","manual","5.46","","TRUE","TRUE","","","","","g","3926.90.97","GB"
"fk-2255","Candy Azura Blue Metal Flake","<p>FKS19 Candy Azura Blue Metal Flake. Available in .004″, .008″ & .015″<br/>If you are looking for pure commercial/industrial grade Glitters or Metal Flake that are specifically designed to meet the requirements of manufacturers of decorated fabrics, adhesives, vinyl, sheeting, plastic molding, inks, paints, in industries such as automotive, leisure, commercial properties, theme parks, marine. All of which require metal flake glitter with outstanding physical and chemical properties…<br/>Then you have come to the right company!<br/>Flake King Polyester Flake was specifically designed to meet the requirements of manufacturers of decorated fabrics, adhesives, vinyl, sheeting, plastic molding, inks, paints, in industries such as automotive, leisure, commercial properties, theme parks, marine and many more, all of which require metal flake glitter with outstanding physical and chemical properties.<br/>A full chart of colours can be found in the images.<br/>To learn more about the following products – guns, flake & surface binders please watch the video by clicking this link – Product Video</p>","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","1000g (1 Kilo Trade Pack)","","","candy-azura-blue-metal-flake-1","500","shopify","50","deny","manual","141.66","","TRUE","TRUE","","assets/images/flakes/fk-2255.jpg","1","","g","3926.90.97","GB"
"fk-2255","Candy Azura Blue Metal Flake","","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","100g Jar (Refill / Trade)","","","candy-azura-blue-metal-flake-2","500","shopify","50","deny","manual","14.88","","TRUE","TRUE","","","","","g","3926.90.97","GB"
"fk-2255","Candy Azura Blue Metal Flake","","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","30g Jar (Gun Mount)","","","candy-azura-blue-metal-flake-3","500","shopify","50","deny","manual","5.46","","TRUE","TRUE","","","","","g","3926.90.97","GB"
"fk-2244","Kromatic Blue Flake","<p>FKK10 Kromatic Blue Flake. Available in .008″ & .015″<br/>If you are looking for pure commercial/industrial grade Glitters or Metal Flake that are specifically designed to meet the requirements of manufacturers of decorated fabrics, adhesives, vinyl, sheeting, plastic molding, inks, paints, in industries such as automotive, leisure, commercial properties, theme parks, marine. All of which require metal flake glitter with outstanding physical and chemical properties…<br/>Then you have come to the right company!<br/>Flake King Polyester Flake was specifically designed to meet the requirements of manufacturers of decorated fabrics, adhesives, vinyl, sheeting, plastic molding, inks, paints, in industries such as automotive, leisure, commercial properties, theme parks, marine and many more, all of which require metal flake glitter with outstanding physical and chemical properties.<br/>A full chart of colours can be found in the images.<br/>To learn more about the following products – guns, flake & surface binders please watch the video by clicking this link – Product Video</p>","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","1000g (1 Kilo Trade Pack)","","","kromatic-blue-flake-1","500","shopify","50","deny","manual","151.90","","TRUE","TRUE","","assets/images/flakes/fk-2244.jpg","1","","g","3926.90.97","GB"
"fk-2244","Kromatic Blue Flake","","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","100g Jar (Refill / Trade)","","","kromatic-blue-flake-2","500","shopify","50","deny","manual","17.38","","TRUE","TRUE","","","","","g","3926.90.97","GB"
"fk-2244","Kromatic Blue Flake","","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","30g Jar (Gun Mount)","","","kromatic-blue-flake-3","500","shopify","50","deny","manual","6.21","","TRUE","TRUE","","","","","g","3926.90.97","GB"
"fk-2233","Candy Light Blue Metal Flake","<p>FKS18 Candy Light Blue Metal Flake. Available in .008″ & .015″<br/>If you are looking for pure commercial/industrial grade Glitters or Metal Flake that are specifically designed to meet the requirements of manufacturers of decorated fabrics, adhesives, vinyl, sheeting, plastic molding, inks, paints, in industries such as automotive, leisure, commercial properties, theme parks, marine. All of which require metal flake glitter with outstanding physical and chemical properties…<br/>Then you have come to the right company!<br/>Flake King Polyester Flake was specifically designed to meet the requirements of manufacturers of decorated fabrics, adhesives, vinyl, sheeting, plastic molding, inks, paints, in industries such as automotive, leisure, commercial properties, theme parks, marine and many more, all of which require metal flake glitter with outstanding physical and chemical properties.<br/>A full chart of colours can be found in the images.<br/>To learn more about the following products – guns, flake & surface binders please watch the video by clicking this link – Product Video</p>","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","1000g (1 Kilo Trade Pack)","","","candy-light-blue-metal-flake-1","500","shopify","50","deny","manual","108.33","","TRUE","TRUE","","assets/images/flakes/fk-2233.jpg","1","","g","3926.90.97","GB"
"fk-2233","Candy Light Blue Metal Flake","","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","100g Jar (Refill / Trade)","","","candy-light-blue-metal-flake-2","500","shopify","50","deny","manual","12.49","","TRUE","TRUE","","","","","g","3926.90.97","GB"
"fk-2233","Candy Light Blue Metal Flake","","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","30g Jar (Gun Mount)","","","candy-light-blue-metal-flake-3","500","shopify","50","deny","manual","4.71","","TRUE","TRUE","","","","","g","3926.90.97","GB"
"fk-2222","Kromatic Poison Green Metal Flake","<p>FKK12 Kromatic Poison Green Metal Flake. Available in .008″ & .015″<br/>If you are looking for pure commercial/industrial grade Glitters or Metal Flake that are specifically designed to meet the requirements of manufacturers of decorated fabrics, adhesives, vinyl, sheeting, plastic molding, inks, paints, in industries such as automotive, leisure, commercial properties, theme parks, marine. All of which require metal flake glitter with outstanding physical and chemical properties…<br/>Then you have come to the right company!<br/>Flake King Polyester Flake was specifically designed to meet the requirements of manufacturers of decorated fabrics, adhesives, vinyl, sheeting, plastic molding, inks, paints, in industries such as automotive, leisure, commercial properties, theme parks, marine and many more, all of which require metal flake glitter with outstanding physical and chemical properties.<br/>A full chart of colours can be found in the images.<br/>To learn more about the following products – guns, flake & surface binders please watch the video by clicking this link – Product Video</p>","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","1000g (1 Kilo Trade Pack)","","","kromatic-poison-green-metal-flake-1","500","shopify","50","deny","manual","151.90","","TRUE","TRUE","","assets/images/flakes/fk-2222.jpg","1","","g","3926.90.97","GB"
"fk-2222","Kromatic Poison Green Metal Flake","","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","100g Jar (Refill / Trade)","","","kromatic-poison-green-metal-flake-2","500","shopify","50","deny","manual","17.38","","TRUE","TRUE","","","","","g","3926.90.97","GB"
"fk-2222","Kromatic Poison Green Metal Flake","","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","30g Jar (Gun Mount)","","","kromatic-poison-green-metal-flake-3","500","shopify","50","deny","manual","6.21","","TRUE","TRUE","","","","","g","3926.90.97","GB"
"fk-2208","Candy Emerald Green Metal Flake","<p>FKS17 Candy Emerald Green Metal Flake. Available in .004″, .008″ & .015″<br/>If you are looking for pure commercial/industrial grade Glitters or Metal Flake that are specifically designed to meet the requirements of manufacturers of decorated fabrics, adhesives, vinyl, sheeting, plastic molding, inks, paints, in industries such as automotive, leisure, commercial properties, theme parks, marine. All of which require metal flake glitter with outstanding physical and chemical properties…<br/>Then you have come to the right company!<br/>Flake King Polyester Flake was specifically designed to meet the requirements of manufacturers of decorated fabrics, adhesives, vinyl, sheeting, plastic molding, inks, paints, in industries such as automotive, leisure, commercial properties, theme parks, marine and many more, all of which require metal flake glitter with outstanding physical and chemical properties.<br/>A full chart of colours can be found in the images.<br/>To learn more about the following products – guns, flake & surface binders please watch the video by clicking this link – Product Video</p>","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","1000g (1 Kilo Trade Pack)","","","candy-emerald-green-metal-flake-1","500","shopify","50","deny","manual","141.66","","TRUE","TRUE","","assets/images/flakes/fk-2208.jpg","1","","g","3926.90.97","GB"
"fk-2208","Candy Emerald Green Metal Flake","","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","100g Jar (Refill / Trade)","","","candy-emerald-green-metal-flake-2","500","shopify","50","deny","manual","14.88","","TRUE","TRUE","","","","","g","3926.90.97","GB"
"fk-2208","Candy Emerald Green Metal Flake","","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","30g Jar (Gun Mount)","","","candy-emerald-green-metal-flake-3","500","shopify","50","deny","manual","5.46","","TRUE","TRUE","","","","","g","3926.90.97","GB"
"fk-2194","Candy Poison Green Metal Flake","<p>FKS16 Candy Poison Green Metal Flake. Available in .004″, .008″ & .015″<br/>If you are looking for pure commercial/industrial grade Glitters or Metal Flake that are specifically designed to meet the requirements of manufacturers of decorated fabrics, adhesives, vinyl, sheeting, plastic molding, inks, paints, in industries such as automotive, leisure, commercial properties, theme parks, marine. All of which require metal flake glitter with outstanding physical and chemical properties…<br/>Then you have come to the right company!<br/>Flake King Polyester Flake was specifically designed to meet the requirements of manufacturers of decorated fabrics, adhesives, vinyl, sheeting, plastic molding, inks, paints, in industries such as automotive, leisure, commercial properties, theme parks, marine and many more, all of which require metal flake glitter with outstanding physical and chemical properties.<br/>A full chart of colours can be found in the images.<br/>To learn more about the following products – guns, flake & surface binders please watch the video by clicking this link – Product Video</p>","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","1000g (1 Kilo Trade Pack)","","","candy-poison-green-metal-flake-1","500","shopify","50","deny","manual","141.66","","TRUE","TRUE","","assets/images/flakes/fk-2194.jpg","1","","g","3926.90.97","GB"
"fk-2194","Candy Poison Green Metal Flake","","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","100g Jar (Refill / Trade)","","","candy-poison-green-metal-flake-2","500","shopify","50","deny","manual","14.88","","TRUE","TRUE","","","","","g","3926.90.97","GB"
"fk-2194","Candy Poison Green Metal Flake","","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","30g Jar (Gun Mount)","","","candy-poison-green-metal-flake-3","500","shopify","50","deny","manual","5.46","","TRUE","TRUE","","","","","g","3926.90.97","GB"
"fk-2183","Candy Lime Green Metal Flake","<p>FKS15 Candy Lime Green Metal Flake. Available in .008″ & .015″<br/>If you are looking for pure commercial/industrial grade Glitters or Metal Flake that are specifically designed to meet the requirements of manufacturers of decorated fabrics, adhesives, vinyl, sheeting, plastic molding, inks, paints, in industries such as automotive, leisure, commercial properties, theme parks, marine. All of which require metal flake glitter with outstanding physical and chemical properties…<br/>Then you have come to the right company!<br/>Flake King Polyester Flake was specifically designed to meet the requirements of manufacturers of decorated fabrics, adhesives, vinyl, sheeting, plastic molding, inks, paints, in industries such as automotive, leisure, commercial properties, theme parks, marine and many more, all of which require metal flake glitter with outstanding physical and chemical properties.<br/>A full chart of colours can be found in the images.<br/>To learn more about the following products – guns, flake & surface binders please watch the video by clicking this link – Product Video</p>","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","1000g (1 Kilo Trade Pack)","","","candy-lime-green-metal-flake-1","500","shopify","50","deny","manual","108.33","","TRUE","TRUE","","assets/images/flakes/fk-2183.jpg","1","","g","3926.90.97","GB"
"fk-2183","Candy Lime Green Metal Flake","","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","100g Jar (Refill / Trade)","","","candy-lime-green-metal-flake-2","500","shopify","50","deny","manual","12.49","","TRUE","TRUE","","","","","g","3926.90.97","GB"
"fk-2183","Candy Lime Green Metal Flake","","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","30g Jar (Gun Mount)","","","candy-lime-green-metal-flake-3","500","shopify","50","deny","manual","4.71","","TRUE","TRUE","","","","","g","3926.90.97","GB"
"fk-2172","Candy Peacock Metal Flake","<p>FKM24 Peacock Metal Flake. Available in .008″ & .015″<br/>If you are looking for pure commercial/industrial grade Glitters or Metal Flake that are specifically designed to meet the requirements of manufacturers of decorated fabrics, adhesives, vinyl, sheeting, plastic molding, inks, paints, in industries such as automotive, leisure, commercial properties, theme parks, marine. All of which require metal flake glitter with outstanding physical and chemical properties…<br/>Then you have come to the right company!<br/>Flake King Polyester Flake was specifically designed to meet the requirements of manufacturers of decorated fabrics, adhesives, vinyl, sheeting, plastic molding, inks, paints, in industries such as automotive, leisure, commercial properties, theme parks, marine and many more, all of which require metal flake glitter with outstanding physical and chemical properties.<br/>A full chart of colours can be found in the images.<br/>To learn more about the following products – guns, flake & surface binders please watch the video by clicking this link – Product Video</p>","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","1000g (1 Kilo Trade Pack)","","","peacock-metal-flake-1","500","shopify","50","deny","manual","108.33","","TRUE","TRUE","","assets/images/flakes/fk-2172.jpg","1","","g","3926.90.97","GB"
"fk-2172","Candy Peacock Metal Flake","","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","100g Jar (Refill / Trade)","","","peacock-metal-flake-2","500","shopify","50","deny","manual","12.49","","TRUE","TRUE","","","","","g","3926.90.97","GB"
"fk-2172","Candy Peacock Metal Flake","","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","30g Jar (Gun Mount)","","","peacock-metal-flake-3","500","shopify","50","deny","manual","4.71","","TRUE","TRUE","","","","","g","3926.90.97","GB"
"fk-2158","Candy Purple Heart Metal Flake","<p>FKS14 Candy Purple Heart Metal Flake. Available in .004″, .008″ & .015″<br/>If you are looking for pure commercial/industrial grade Glitters or Metal Flake that are specifically designed to meet the requirements of manufacturers of decorated fabrics, adhesives, vinyl, sheeting, plastic molding, inks, paints, in industries such as automotive, leisure, commercial properties, theme parks, marine. All of which require metal flake glitter with outstanding physical and chemical properties…<br/>Then you have come to the right company!<br/>Flake King Polyester Flake was specifically designed to meet the requirements of manufacturers of decorated fabrics, adhesives, vinyl, sheeting, plastic molding, inks, paints, in industries such as automotive, leisure, commercial properties, theme parks, marine and many more, all of which require metal flake glitter with outstanding physical and chemical properties.<br/>A full chart of colours can be found in the images.<br/>To learn more about the following products – guns, flake & surface binders please watch the video by clicking this link – Product Video</p>","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","1000g (1 Kilo Trade Pack)","","","candy-purple-heart-metal-flake-1","500","shopify","50","deny","manual","141.66","","TRUE","TRUE","","assets/images/flakes/fk-2158.jpg","1","","g","3926.90.97","GB"
"fk-2158","Candy Purple Heart Metal Flake","","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","100g Jar (Refill / Trade)","","","candy-purple-heart-metal-flake-2","500","shopify","50","deny","manual","14.88","","TRUE","TRUE","","","","","g","3926.90.97","GB"
"fk-2158","Candy Purple Heart Metal Flake","","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","30g Jar (Gun Mount)","","","candy-purple-heart-metal-flake-3","500","shopify","50","deny","manual","5.46","","TRUE","TRUE","","","","","g","3926.90.97","GB"
"fk-2147","Sky Purple Metal Flake","<p>FKM22 Sky Purple Metal Flake. Available in .008″ & .015″<br/>If you are looking for pure commercial/industrial grade Glitters or Metal Flake that are specifically designed to meet the requirements of manufacturers of decorated fabrics, adhesives, vinyl, sheeting, plastic molding, inks, paints, in industries such as automotive, leisure, commercial properties, theme parks, marine. All of which require metal flake glitter with outstanding physical and chemical properties…<br/>Then you have come to the right company!<br/>Flake King Polyester Flake was specifically designed to meet the requirements of manufacturers of decorated fabrics, adhesives, vinyl, sheeting, plastic molding, inks, paints, in industries such as automotive, leisure, commercial properties, theme parks, marine and many more, all of which require metal flake glitter with outstanding physical and chemical properties.<br/>A full chart of colours can be found in the images.<br/>To learn more about the following products – guns, flake & surface binders please watch the video by clicking this link – Product Video</p>","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","1000g (1 Kilo Trade Pack)","","","sky-purple-metal-flake-1","500","shopify","50","deny","manual","108.33","","TRUE","TRUE","","assets/images/flakes/fk-2147.jpg","1","","g","3926.90.97","GB"
"fk-2147","Sky Purple Metal Flake","","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","100g Jar (Refill / Trade)","","","sky-purple-metal-flake-2","500","shopify","50","deny","manual","12.49","","TRUE","TRUE","","","","","g","3926.90.97","GB"
"fk-2147","Sky Purple Metal Flake","","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","30g Jar (Gun Mount)","","","sky-purple-metal-flake-3","500","shopify","50","deny","manual","4.71","","TRUE","TRUE","","","","","g","3926.90.97","GB"
"fk-2133","Candy Fewsha Metal Flake","<p>FKS11 Candy Fewsha Metal Flake. Available in .004′, .008″ & .015″<br/>If you are looking for pure commercial/industrial grade Glitters or Metal Flake that are specifically designed to meet the requirements of manufacturers of decorated fabrics, adhesives, vinyl, sheeting, plastic molding, inks, paints, in industries such as automotive, leisure, commercial properties, theme parks, marine. All of which require metal flake glitter with outstanding physical and chemical properties…<br/>Then you have come to the right company!<br/>Flake King Polyester Flake was specifically designed to meet the requirements of manufacturers of decorated fabrics, adhesives, vinyl, sheeting, plastic molding, inks, paints, in industries such as automotive, leisure, commercial properties, theme parks, marine and many more, all of which require metal flake glitter with outstanding physical and chemical properties.<br/>A full chart of colours can be found in the images.<br/>To learn more about the following products – guns, flake & surface binders please watch the video by clicking this link – Product Video</p>","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","1000g (1 Kilo Trade Pack)","","","candy-fewsha-metal-flake-1","500","shopify","50","deny","manual","141.66","","TRUE","TRUE","","assets/images/flakes/fk-2133.jpg","1","","g","3926.90.97","GB"
"fk-2133","Candy Fewsha Metal Flake","","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","100g Jar (Refill / Trade)","","","candy-fewsha-metal-flake-2","500","shopify","50","deny","manual","14.88","","TRUE","TRUE","","","","","g","3926.90.97","GB"
"fk-2133","Candy Fewsha Metal Flake","","Flake King","Dry Metal Flake (Glitter)","Coast Europe, Flake King, Dry Metal Flake (Glitter)","TRUE","Size / Pack","30g Jar (Gun Mount)","","","candy-fewsha-metal-flake-3","500","shopify","50","deny","manual","5.46","","TRUE","TRUE","","","","","g","3926.90.97","GB"
